Date	RX Average	RX Peak	TX Average	TX Peak	RX90	TX90
2014/03/17 19:00 	186534687 	846167995 	740162464 	1751817863 	444466106 	1341909810
2014/03/18 19:00 	213360736 	1110792976 	479617835 	1938951065 	433331336 	875407052
2014/03/19 19:00 	213334154 	731353565 	734209064 	1965045281 	448154043 	1601697484
2014/03/20 19:00 	274872418 	878664873 	441285134 	1484286497 	469754162 	866621644
2014/03/21 19:00 	152372345 	509814101 	127232104 	448960374 	218842691 	208131788
2014/03/22 19:00 	193353623 	524818636 	157425460 	660968481 	377287372 	301598105
2014/03/23 19:00 	210633955 	799778678 	459705641 	1426787190 	437976882 	964798975
2014/03/24 19:00 	194169498 	747187199 	519455977 	1255184622 	418389674 	955685068
2014/03/25 19:00 	165669540 	826339225 	512618140 	1562554060 	294061465 	900192562
2014/03/26 19:00 	138709534 	622492329 	537125040 	1521359325 	221361833 	1008704477
2014/03/27 19:00 	141312447 	599485439 	458685990 	1352955050 	260418184 	917771605
2014/03/28 19:00 	92442824 	444943427 	250287160 	807946069 	162695713 	388870962
2014/03/29 19:00 	125507266 	478522981 	300304788 	578411655 	404218572 	425668232
2014/03/30 19:00 	205298500 	1274699877 	512387674 	1473197225 	457977070 	1042291164
2014/03/31 19:00 	235690711 	875266047 	543681883 	1262680507 	574559538 	994005844
2014/04/01 19:00 	174777208 	665097078 	438989276 	1209768071 	332396782 	928730589
2014/04/02 19:00 	137393677 	611103777 	433713854 	1463775743 	219891847 	868806621
2014/04/03 19:00 	109116904 	464641877 	433158781 	1555075413 	197593019 	940628786
2014/04/04 19:00 	62188619 	245182668 	141349118 	374757853 	82113637 	204639163
2014/04/05 19:00 	77878300 	285112866 	160847274 	456766156 	101802461 	243001343
2014/04/06 19:00 	175392234 	974094983 	535258624 	1355396197 	338038681 	975530325
2014/04/07 19:00 	179813829 	794660385 	443880122 	1194402405 	312238694 	934802568
2014/04/08 19:00 	277648110 	956228504 	469627472 	1295540223 	693823658 	998683272
2014/04/09 19:00 	325158381 	1158311594 	379996695 	1013597558 	838861857 	803385718
